Month,Region,Business_Unit,Revenue_Actual,Revenue_Budget,Revenue_Forecast,COGS_Actual,COGS_Budget,COGS_Forecast,Opex_Actual,Opex_Budget,Opex_Forecast,Gross_Profit_Actual,Gross_Profit_Budget,Gross_Profit_Forecast,EBITDA_Actual,EBITDA_Budget,EBITDA_Forecast,Headcount_Actual,Headcount_Budget,Revenue_Variance,Revenue_Variance_Pct,Opex_Variance,EBITDA_Variance
2025-12-01,APAC,Enterprise,1320746.97,1435457,1425123.69,614700.13,568752.49,620606.12,384875.06,374329.4,385167.67,706046.84,866704.51,804517.57,321171.78,492375.1,419349.9,129,136,-114710.03000000003,-7.99118538556014,10545.659999999974,-171203.31999999995
2025-12-01,APAC,SMB,1534484.17,1382736,1627907.6,675759.57,602947.4,659534.85,365382.07,348208.93,375339.77,858724.61,779788.6,968372.75,493342.53,431579.68,593032.98,198,202,151748.16999999993,10.974486091343534,17173.140000000014,61762.850000000035
2025-12-01,APAC,Digital,1477844.32,1480977,1595476.2,631143.65,655807.02,691807.44,369805.24,406953.46,392194.34,846700.67,825169.98,903668.76,476895.43,418216.51,511474.42,168,180,-3132.679999999935,-0.21152793054854563,-37148.22000000003,58678.919999999984
2026-01-01,North America,Enterprise,763094.0,783560,763113.48,300315.74,323898.14,343136.68,156658.7,159487.56,166660.27,462778.25,459661.86,419976.8,306119.55,300174.3,253316.53,203,218,-20466.0,-2.611925059982643,-2828.859999999986,5945.25
2026-01-01,North America,SMB,682486.76,725559,662393.69,268833.37,311047.14,283029.02,199309.23,214919.43,211368.07,413653.39,414511.86,379364.67,214344.16,199592.43,167996.6,148,160,-43072.23999999999,-5.936421435059036,-15610.199999999983,14751.73000000001
2026-01-01,North America,Digital,1097594.13,1102732,1136190.87,458601.98,482696.31,497039.34,273526.0,282931.47,289685.02,638992.15,620035.69,639151.53,365466.15,337104.22,349466.51,239,226,-5137.870000000112,-0.46592191031004015,-9405.469999999972,28361.93000000005
2026-01-01,EMEA,Enterprise,1542768.62,1423035,1643669.33,704985.19,611315.07,721279.91,402237.65,381393.41,421442.28,837783.42,811719.93,922389.42,435545.78,430326.52,500947.14,91,86,119733.62000000011,8.413961708601695,20844.24000000005,5219.260000000009
2026-01-01,EMEA,SMB,1387690.52,1273996,1350524.28,555505.82,557764.59,558385.5,328616.94,349521.85,346236.41,832184.7,716231.41,792138.78,503567.75,366709.56,445902.37,156,156,113694.52000000002,8.924244660108824,-20904.909999999974,136858.19
2026-01-01,EMEA,Digital,800492.16,864134,783882.59,348044.02,348116.68,312070.77,185306.31,205378.33,195253.77,452448.14,516017.32,471811.82,267141.83,310638.99,276558.05,143,149,-63641.83999999997,-7.364811475997931,-20072.01999999999,-43497.159999999974
2026-01-01,APAC,Enterprise,1215154.84,1203238,1307420.48,535409.07,486025.19,595192.67,286959.24,252981.96,298985.62,679745.77,717212.81,712227.81,392786.53,464230.85,413242.19,142,147,11916.840000000084,0.9903975772041844,33977.28,-71444.31999999995
2026-01-01,APAC,SMB,1496963.8,1405552,1568732.62,590752.27,580704.05,620008.01,460072.54,400921.71,478864.06,906211.53,824847.95,948724.61,446139.0,423926.24,469860.55,248,243,91411.80000000005,6.503622775962757,59150.82999999996,22212.76000000001
2026-01-01,APAC,Digital,1462124.62,1376787,1422215.28,608081.28,525311.22,603310.87,408440.15,381426.09,416662.56,854043.34,851475.78,818904.42,445603.19,470049.69,402241.85,115,108,85337.62000000011,6.198316805722317,27014.059999999998,-24446.5
2026-02-01,North America,Enterprise,1298149.55,1313474,1282569.96,578318.59,572197.44,520022.96,292695.55,273515.34,304083.17,719830.96,741276.56,762547.0,427135.41,467761.23,458463.84,112,106,-15324.449999999953,-1.1667113319334799,19180.209999999963,-40625.82000000001
2026-02-01,North America,SMB,1042357.0,1137629,1060657.48,441519.69,507442.96,461064.43,264180.11,272757.29,282291.77,600837.31,630186.04,599593.05,336657.2,357428.75,317301.28,77,80,-95272.0,-8.37461070348945,-8577.179999999993,-20771.54999999999
2026-02-01,North America,Digital,885336.98,946693,879530.51,391437.0,361806.55,365706.01,276129.81,271166.79,294668.45,493899.98,584886.45,513824.5,217770.16,313719.66,219156.05,209,224,-61356.02000000002,-6.481089434484042,4963.020000000019,-95949.49999999997
2026-02-01,EMEA,Enterprise,1173575.66,1101927,1247424.27,516487.86,477433.76,497955.73,253133.06,223969.55,262118.91,657087.8,624493.24,749468.54,403954.74,400523.69,487349.63,124,125,71648.65999999992,6.50212400639969,29163.51000000001,3431.0499999999884
2026-02-01,EMEA,SMB,679151.14,747837,668128.81,288248.36,320066.44,269948.58,170688.62,186330.66,176215.07,390902.77,427770.56,398180.23,220214.16,241439.9,221965.16,198,196,-68685.85999999999,-9.184603061897176,-15642.040000000008,-21225.73999999999
2026-02-01,EMEA,Digital,1247314.85,1306791,1272353.72,493681.92,497643.57,531175.3,340281.65,324076.17,342408.28,753632.93,809147.43,741178.42,413351.28,485071.25,398770.14,129,124,-59476.14999999991,-4.551313102095126,16205.48000000004,-71719.96999999997
2026-02-01,APAC,Enterprise,801648.44,751195,781092.63,319372.26,310720.91,317860.29,209913.39,224356.6,215140.22,482276.18,440474.09,463232.33,272362.78,216117.49,248092.11,157,165,50453.439999999944,6.716423831362023,-14443.209999999992,56245.29000000004
2026-02-01,APAC,SMB,1011913.78,997632,982643.97,436556.74,401898.34,389275.05,213002.04,234506.06,210248.36,575357.04,595733.66,593368.92,362355.0,361227.6,383120.55,222,229,14281.780000000028,1.4315679529124996,-21504.01999999999,1127.4000000000233
2026-02-01,APAC,Digital,1459705.1,1436421,1526619.66,592657.82,626338.55,613279.42,320173.03,302304.54,334127.07,867047.29,810082.45,913340.24,546874.26,507777.91,579213.17,216,213,23284.100000000093,1.6209802000945472,17868.49000000005,39096.350000000035
2026-03-01,North America,Enterprise,1197806.01,1342120,1233192.31,550604.51,576620.7,542587.46,370333.46,376025.53,390084.92,647201.5,765499.3,690604.85,276868.04,389473.77,300519.93,88,86,-144313.99,-10.752689029296933,-5692.070000000007,-112605.73000000004
2026-03-01,North America,SMB,807631.73,798511,856011.09,356558.28,328716.86,365386.78,200759.68,218120.43,197834.95,451073.45,469794.14,490624.31,250313.78,251673.71,292789.36,169,166,9120.729999999981,1.1422172017667862,-17360.75,-1359.929999999993
2026-03-01,North America,Digital,906926.13,832632,901587.55,378144.36,373277.72,363112.81,247302.34,232279.22,253444.74,528781.77,459354.28,538474.74,281479.44,227075.05,285030.0,148,161,74294.13,8.922805032715534,15023.119999999995,54404.390000000014
2026-03-01,EMEA,Enterprise,1427245.7,1487093,1469595.86,565934.49,616443.74,614626.57,331737.08,330218.09,331180.44,861311.21,870649.26,854969.29,529574.13,540431.17,523788.85,212,214,-59847.30000000005,-4.024449042527942,1518.9899999999907,-10857.040000000037
2026-03-01,EMEA,SMB,1294674.96,1165757,1315065.84,570046.92,512043.81,580568.06,331106.38,322649.35,340674.38,724628.04,653713.19,734497.78,393521.66,331063.84,393823.4,177,175,128917.95999999996,11.058733509642229,8457.030000000028,62457.81999999995
2026-03-01,EMEA,Digital,1179563.71,1119065,1207323.07,545024.67,493663.92,506496.74,267044.15,254791.83,283630.99,634539.05,625401.08,700826.34,367494.89,370609.25,417195.35,89,91,60498.70999999996,5.4061837337420044,12252.320000000036,-3114.359999999986
2026-03-01,APAC,Enterprise,1013831.73,960116,998089.4,469122.86,412953.33,401808.65,245518.33,214830.11,244606.95,544708.87,547162.67,596280.75,299190.54,332332.56,351673.8,137,148,53715.72999999998,5.594712513904568,30688.22,-33142.02000000002
2026-03-01,APAC,SMB,1277503.74,1360008,1361541.11,550840.95,559196.35,565238.8,331795.45,352643.39,336837.86,726662.79,800811.65,796302.31,394867.34,448168.26,459464.45,102,107,-82504.26000000001,-6.066454020858702,-20847.940000000002,-53300.919999999984
2026-03-01,APAC,Digital,900281.32,844832,886233.43,383792.78,378389.67,360274.74,165092.44,175175.64,169513.56,516488.55,466442.33,525958.68,351396.11,291266.69,356445.13,91,89,55449.31999999995,6.563354607780002,-10083.200000000012,60129.419999999984
2026-04-01,North America,Enterprise,707876.42,719816,706006.61,316096.68,304626.24,283597.87,141856.28,156028.7,148420.85,391779.74,415189.76,422408.74,249923.46,259161.06,273987.9,255,244,-11939.579999999958,-1.658698889716255,-14172.420000000013,-9237.600000000006
2026-04-01,North America,SMB,1043297.07,971991,1079175.0,424066.14,428433.21,429332.91,201704.45,220617.62,207312.89,619230.93,543557.79,649842.09,417526.48,322940.17,442529.19,91,99,71306.06999999995,7.336083358796527,-18913.169999999984,94586.31
2026-04-01,North America,Digital,1067627.53,1174112,1088704.52,443377.69,522915.73,463250.78,224622.76,239703.52,240076.07,624249.84,651196.27,625453.74,399627.07,411492.75,385377.67,112,122,-106484.46999999997,-9.0693622073533,-15080.75999999998,-11865.679999999993
2026-04-01,EMEA,Enterprise,1311949.07,1269560,1397843.7,565774.99,522845.17,592992.22,316537.56,338574.42,311060.71,746174.07,746714.83,804851.48,429636.51,408140.41,493790.77,116,124,42389.070000000065,3.3388788241595564,-22036.859999999986,21496.100000000035
2026-04-01,EMEA,SMB,1138511.97,1226257,1188694.81,452572.24,549232.96,519557.28,334738.23,299666.58,333380.36,685939.73,677024.04,669137.53,351201.51,377357.46,335757.17,115,113,-87745.03000000003,-7.155517155049881,35071.649999999965,-26155.95000000001
2026-04-01,EMEA,Digital,1324460.95,1196758,1384270.01,582004.93,496417.89,624061.24,279212.87,307639.78,297022.57,742456.02,700340.11,760208.77,463243.15,392700.33,463186.2,133,125,127702.94999999995,10.670741286041117,-28426.910000000033,70542.82
2026-04-01,APAC,Enterprise,746691.73,801376,778409.26,330111.4,326617.22,309387.72,244911.13,212993.34,241075.59,416580.34,474758.78,469021.54,171669.21,261765.43,227945.94,160,152,-54684.27000000002,-6.823796819470513,31917.790000000008,-90096.22
2026-04-01,APAC,SMB,1570841.78,1442488,1658906.94,705427.24,605399.43,748990.0,340468.23,346794.36,354115.36,865414.53,837088.57,909916.95,524946.3,490294.21,555801.58,170,161,128353.78000000003,8.89808303431294,-6326.130000000005,34652.090000000026
2026-04-01,APAC,Digital,930404.08,945014,986192.75,403385.18,367057.27,385012.71,217834.71,219676.62,221245.03,527018.9,577956.73,601180.04,309184.19,358280.12,379935.0,223,228,-14609.920000000042,-1.5460003767140003,-1841.9100000000035,-49095.92999999999
2026-05-01,North America,Enterprise,1369609.02,1386684,1364308.44,559049.16,563170.68,539070.62,385223.33,361016.05,398996.66,810559.86,823513.32,825237.82,425336.53,462497.27,426241.16,86,88,-17074.97999999998,-1.2313533580830225,24207.280000000028,-37160.73999999999
2026-05-01,North America,SMB,1025282.55,925049,1090068.52,466607.42,410718.57,433437.72,205085.23,198792.28,205525.4,558675.13,514330.43,656630.81,353589.89,315538.15,451105.4,92,94,100233.55000000005,10.835485471580428,6292.950000000012,38051.73999999999
2026-05-01,North America,Digital,1204326.24,1120182,1263330.44,471443.87,500594.39,510012.13,238796.83,224883.58,253321.11,732882.37,619587.61,753318.31,494085.54,394704.03,499997.2,106,104,84144.23999999999,7.51165792701543,13913.25,99381.50999999995
2026-05-01,EMEA,Enterprise,1402048.38,1269667,1414216.05,601296.13,491487.41,576963.89,283378.91,290102.77,298191.79,800752.26,778179.59,837252.16,517373.34,488076.82,539060.37,115,114,132381.3799999999,10.426464576932368,-6723.860000000044,29296.52000000002
2026-05-01,EMEA,SMB,836368.81,814793,877164.01,353854.2,325170.59,349577.95,190208.48,177718.52,189510.32,482514.61,489622.41,527586.06,292306.12,311903.89,338075.75,208,220,21575.810000000056,2.6480112126638367,12489.960000000021,-19597.77000000002
2026-05-01,EMEA,Digital,1070694.39,1182238,1105389.54,500050.84,470482.72,468517.36,344193.96,331735.1,338654.89,570643.55,711755.28,636872.18,226449.59,380020.18,298217.29,173,185,-111543.6100000001,-9.434953875615578,12458.860000000044,-153570.59
2026-05-01,APAC,Enterprise,1344499.53,1312492,1425318.44,548887.07,579982.93,577030.39,343634.0,342689.17,362735.76,795612.46,732509.07,848288.05,451978.46,389819.9,485552.29,157,151,32007.530000000028,2.4386838167394567,944.8300000000163,62158.56
2026-05-01,APAC,SMB,877908.43,932601,880741.14,402164.53,402172.12,384883.64,286034.59,262017.05,284167.74,475743.9,530428.88,495857.5,189709.31,268411.84,211689.76,140,148,-54692.56999999995,-5.864519767832111,24017.540000000037,-78702.53000000003
2026-05-01,APAC,Digital,1030100.15,946242,1052781.02,416444.44,395032.44,433597.36,200809.87,211035.26,208323.47,613655.72,551209.56,619183.65,412845.84,340174.3,410860.19,160,157,83858.15000000002,8.862230803536518,-10225.390000000014,72671.54000000004
2026-06-01,North America,Enterprise,1150106.88,1151000,1240570.15,512500.92,448372.95,518933.36,301676.79,279485.78,314443.53,637605.95,702627.05,721636.79,335929.16,423141.27,407193.26,96,103,-893.1200000001118,-0.07759513466551796,22191.00999999995,-87212.11000000004
2026-06-01,North America,SMB,1182753.66,1154162,1191145.28,534379.72,511740.12,486633.69,320250.43,305309.3,325408.68,648373.94,642421.88,704511.59,328123.51,337112.58,379102.92,168,176,28591.659999999916,2.4772657564535927,14941.130000000005,-8989.070000000007
2026-06-01,North America,Digital,789602.38,768008,804340.38,350242.51,336564.47,317630.17,196235.27,202767.03,202780.32,439359.87,431443.53,486710.22,243124.6,228676.5,283929.9,146,146,21594.380000000005,2.811738940219373,-6531.760000000009,14448.100000000006
2026-06-01,EMEA,Enterprise,1181585.95,1193948,1170875.74,496594.72,458074.53,486388.93,361789.21,357644.79,365414.8,684991.24,735873.47,684486.82,323202.02,378228.67,319072.02,231,229,-12362.050000000047,-1.0353926636670983,4144.420000000042,-55026.649999999965
2026-06-01,EMEA,SMB,1282061.78,1154179,1333146.3,517489.15,499573.28,558139.63,309108.25,279621.69,302960.49,764572.62,654605.72,775006.67,455464.38,374984.03,472046.19,228,223,127882.78000000003,11.07997806232829,29486.559999999998,80480.34999999998
2026-06-01,EMEA,Digital,865713.51,870963,876169.5,405096.07,338271.6,342934.36,260366.66,238398.27,260868.93,460617.44,532691.4,533235.14,200250.78,294293.13,272366.21,109,109,-5249.489999999991,-0.6027225037114081,21968.390000000014,-94042.35
2026-06-01,APAC,Enterprise,863558.27,917029,912495.44,378824.8,403976.98,388247.37,181337.12,198014.44,179630.45,484733.47,513052.02,524248.08,303396.35,315037.58,344617.63,221,230,-53470.72999999998,-5.830865763241945,-16677.320000000007,-11641.23000000004
2026-06-01,APAC,SMB,800915.92,824481,807399.65,345016.91,327099.54,361529.36,213443.62,187957.23,225951.47,455899.01,497381.46,445870.29,242455.39,309424.23,219918.81,90,85,-23565.079999999958,-2.8581713829669764,25486.389999999985,-66968.83999999997
2026-06-01,APAC,Digital,1312825.56,1289738,1355260.4,564636.09,525404.43,566231.2,346225.74,327558.97,360312.74,748189.48,764333.57,789029.2,401963.74,436774.6,428716.46,245,237,23087.560000000056,1.7900969034020906,18666.77000000002,-34810.859999999986
2026-07-01,North America,Enterprise,1505632.72,1407650,1510924.58,635735.97,542880.42,607613.36,374242.96,379354.79,399618.47,869896.75,864769.58,903311.22,495653.79,485414.79,503692.75,93,89,97982.71999999997,6.960730295172804,-5111.829999999958,10239.0
2026-07-01,North America,SMB,1257476.36,1156956,1347390.06,551403.68,479088.92,597616.92,258071.16,251619.26,262169.25,706072.68,677867.08,749773.14,448001.52,426247.82,487603.89,106,104,100520.3600000001,8.688347698616033,6451.899999999994,21753.70000000001
2026-07-01,North America,Digital,1319961.11,1472577,1284110.06,616486.79,573512.25,550198.87,440288.43,436740.15,443838.68,703474.32,899064.75,733911.19,263185.89,462324.6,290072.51,166,157,-152615.8899999999,-10.363864843739913,3548.2799999999697,-199138.70999999996
2026-07-01,EMEA,Enterprise,1274336.99,1407548,1325936.03,560156.53,556154.13,577463.81,277262.87,302907.83,291200.47,714180.45,851393.87,748472.23,436917.59,548486.04,457271.76,84,89,-133211.01,-9.464047407264264,-25644.96000000002,-111568.45000000001
2026-07-01,EMEA,SMB,1021741.31,1143057,1069205.16,418029.53,513069.74,427636.57,236622.78,242486.39,234042.2,603711.79,629987.26,641568.58,367089.01,387500.87,407526.39,163,159,-121315.68999999994,-10.613266879954363,-5863.610000000015,-20411.859999999986
2026-07-01,EMEA,Digital,1268718.49,1265856,1369754.99,557243.43,553151.12,563568.92,342696.55,332147.43,348984.18,711475.06,712704.88,806186.07,368778.51,380557.45,457201.89,148,142,2862.4899999999907,0.2261307763284284,10549.119999999995,-11778.940000000002
2026-07-01,APAC,Enterprise,747898.61,757022,741473.02,316458.62,307156.49,332126.27,226046.67,206940.62,221750.16,431439.99,449865.51,409346.75,205393.32,242924.88,187596.59,196,209,-9123.390000000014,-1.205168409900903,19106.050000000017,-37531.56
2026-07-01,APAC,SMB,1088805.09,1230836,1087258.39,436576.85,533223.13,464772.2,246215.72,272655.02,246636.29,652228.25,697612.87,622486.19,406012.53,424957.85,375849.9,149,161,-142030.90999999992,-11.53938542584064,-26439.300000000017,-18945.31999999995
2026-07-01,APAC,Digital,1352078.13,1356031,1327836.7,576458.76,567305.28,596338.09,290782.8,284506.5,288893.98,775619.37,788725.72,731498.6,484836.57,504219.21,442604.62,125,131,-3952.8700000001118,-0.29150292286829077,6276.299999999988,-19382.640000000014
2026-08-01,North America,Enterprise,1120092.82,1126577,1132803.31,478006.04,459207.81,504042.14,371049.79,325815.61,389907.02,642086.78,667369.19,628761.16,271036.99,341553.58,238854.14,231,216,-6484.179999999935,-0.5755647416909749,45234.17999999999,-70516.59000000003
2026-08-01,North America,SMB,882299.47,895713,880547.02,346809.08,393093.51,398996.41,233552.15,220477.74,242740.52,535490.4,502619.49,481550.62,301938.25,282141.75,238810.09,167,158,-13413.530000000028,-1.4975254350444873,13074.410000000003,19796.5
2026-08-01,North America,Digital,1480485.91,1473974,1460526.87,638056.49,636197.19,639149.85,277222.82,300937.28,289550.67,842429.42,837776.81,821377.02,565206.6,536839.53,531826.35,197,188,6511.909999999916,0.4417927317578137,-23714.46000000002,28367.06999999995
2026-08-01,EMEA,Enterprise,1160013.16,1313858,1247263.72,485187.23,567094.73,512322.92,337633.18,308717.64,350977.57,674825.92,746763.27,734940.81,337192.75,438045.63,383963.23,104,107,-153844.84000000008,-11.709396297012317,28915.53999999998,-100852.88
2026-08-01,EMEA,SMB,716206.12,792601,746740.35,294506.62,343597.36,292323.57,188462.06,165033.13,189704.04,421699.5,449003.64,454416.78,233237.44,283970.51,264712.74,186,183,-76394.88,-9.638504114932987,23428.929999999993,-50733.07000000001
2026-08-01,EMEA,Digital,1191380.03,1145377,1157005.2,489486.9,455721.39,456840.96,345644.09,339011.72,366598.18,701893.13,689655.61,700164.24,356249.04,350643.89,333566.06,93,89,46003.03000000003,4.016409444226663,6632.370000000054,5605.149999999965
2026-08-01,APAC,Enterprise,1111554.14,1118443,1092141.1,515342.92,463058.98,465747.69,274836.21,292640.58,270421.3,596211.21,655384.02,626393.41,321375.0,362743.43,355972.11,102,96,-6888.860000000102,-0.6159330426315961,-17804.369999999995,-41368.42999999999
2026-08-01,APAC,SMB,656162.5,726806,663615.99,276304.93,304172.99,266413.86,187088.02,165260.52,194728.4,379857.57,422633.01,397202.13,192769.55,257372.49,202473.73,196,192,-70643.5,-9.719718879590978,21827.5,-64602.94
2026-08-01,APAC,Digital,809799.59,777794,813736.41,332564.07,343434.01,348345.23,195860.07,205032.0,209189.47,477235.52,434359.99,465391.18,281375.45,229327.99,256201.71,129,125,32005.589999999967,4.114918603126274,-9171.929999999993,52047.46000000002
2026-09-01,North America,Enterprise,964625.36,1044710,941401.42,434327.38,420395.68,384894.98,287061.89,265309.98,284109.44,530297.98,624314.32,556506.45,243236.09,359004.34,272397.01,113,106,-80084.64000000001,-7.665729245436534,21751.910000000033,-115768.25000000003
2026-09-01,North America,SMB,1186478.24,1184814,1260606.24,514194.73,511005.67,543730.15,289582.07,297194.07,298516.25,672283.52,673808.33,716876.09,382701.45,376614.26,418359.84,220,236,1664.2399999999907,0.1404642416446793,-7612.0,6087.190000000002
2026-09-01,North America,Digital,830871.93,804555,875509.17,354719.67,314745.95,342020.47,195510.29,180757.67,209051.89,476152.27,489809.05,533488.7,280641.98,309051.38,324436.81,174,183,26316.93000000005,3.270992039077509,14752.619999999995,-28409.400000000023
2026-09-01,EMEA,Enterprise,1569123.12,1463711,1557266.7,703980.35,613084.06,674481.77,316691.41,320263.59,332697.4,865142.78,850626.94,882784.93,548451.36,530363.36,550087.54,223,243,105412.12000000011,7.2017030684335985,-3572.180000000051,18088.0
2026-09-01,EMEA,SMB,777699.88,719033,825602.19,349936.67,273787.79,365830.39,209737.02,192584.28,221435.59,427763.21,445245.21,459771.79,218026.19,252660.94,238336.2,157,149,58666.880000000005,8.159135950644824,17152.73999999999,-34634.75
2026-09-01,EMEA,Digital,1288326.83,1324771,1340852.13,524834.37,575782.55,535868.34,317678.68,352792.08,316424.97,763492.46,748988.45,804983.79,445813.79,396196.37,488558.83,110,117,-36444.169999999925,-2.7509788484198343,-35113.40000000002,49617.419999999984
2026-09-01,APAC,Enterprise,1517036.71,1416987,1487043.33,650016.6,596798.31,646808.51,305752.3,292587.07,315088.02,867020.11,820188.69,840234.82,561267.81,527601.62,525146.8,195,211,100049.70999999996,7.060735913596947,13165.229999999981,33666.19000000006
2026-09-01,APAC,SMB,843345.36,809079,892722.21,384568.82,322731.46,379297.94,153705.26,168050.42,155254.83,458776.54,486347.54,513424.27,305071.28,318297.12,358169.44,117,109,34266.359999999986,4.2352304286726,-14345.160000000003,-13225.839999999967
2026-09-01,APAC,Digital,1323449.61,1237716,1359049.87,531757.03,508470.97,561251.57,277809.22,301262.47,277768.96,791692.58,729245.03,797798.3,513883.36,427982.55,520029.34,136,126,85733.6100000001,6.926759450471684,-23453.25,85900.81
2026-10-01,North America,Enterprise,698467.22,733787,690841.92,300126.69,311587.04,278048.45,226214.76,197088.68,236903.35,398340.53,422199.96,412793.47,172125.77,225111.28,175890.12,184,182,-35319.78000000003,-4.813355919360799,29126.080000000016,-52985.51000000001
2026-10-01,North America,SMB,1140225.59,1227759,1176952.82,459765.79,550742.32,516703.05,332275.79,317475.17,346493.99,680459.8,677016.68,660249.77,348184.01,359541.51,313755.79,196,188,-87533.40999999992,-7.12952704887522,14800.619999999995,-11357.5
2026-10-01,North America,Digital,849684.89,783369,845274.64,362763.3,318348.62,358111.94,216391.46,190764.48,225813.52,486921.59,465020.38,487162.69,270530.13,274255.9,261349.17,157,169,66315.89000000001,8.465472848683062,25626.97999999998,-3725.7700000000186
2026-10-01,EMEA,Enterprise,1503287.16,1370438,1608566.75,587127.35,595612.79,633790.77,284471.65,304953.11,288993.4,916159.82,774825.21,974775.98,631688.16,469872.09,685782.58,167,163,132849.15999999992,9.6939197541224,-20481.459999999963,161816.07
2026-10-01,EMEA,SMB,890058.91,1007747,891039.78,349706.82,386089.69,364702.93,251518.52,229324.15,268555.16,540352.09,621657.31,526336.85,288833.56,392333.16,257781.69,232,223,-117688.08999999997,-11.678336923850924,22194.369999999995,-103499.59999999998
2026-10-01,EMEA,Digital,910489.44,840905,910029.91,417229.21,328749.06,357873.85,229213.26,220291.84,231765.06,493260.23,512155.94,552156.06,264046.97,291864.11,320391.0,250,240,69584.43999999994,8.274946634875514,8921.420000000013,-27817.140000000014
2026-10-01,APAC,Enterprise,1360512.55,1452254,1429312.8,544530.26,607597.57,645691.33,384770.05,347589.42,404352.6,815982.29,844656.43,783621.47,431212.24,497067.01,379268.86,229,221,-91741.44999999995,-6.317176609601348,37180.630000000005,-65854.77000000002
2026-10-01,APAC,SMB,1239939.04,1111961,1222513.13,502541.41,478989.32,505727.3,291826.83,256718.3,311397.34,737397.63,632971.68,716785.83,445570.8,376253.38,405388.49,229,248,127978.04000000004,11.509220197470958,35108.53000000003,69317.41999999998
2026-10-01,APAC,Digital,803652.89,860372,801729.21,349506.89,378170.6,342047.64,202879.26,181948.79,212019.64,454146.0,482201.4,459681.58,251266.74,300252.61,247661.94,259,248,-56719.109999999986,-6.5923937552593515,20930.47,-48985.869999999995
2026-11-01,North America,Enterprise,753019.06,745232,737197.97,322876.28,307095.98,296061.81,244217.82,219522.85,254038.31,430142.78,438136.02,441136.15,185924.96,218613.17,187097.84,187,177,7787.060000000056,1.0449175558752248,24694.97,-32688.21000000002
2026-11-01,North America,SMB,1172318.24,1106140,1174621.42,467702.08,481268.14,487371.73,361861.89,329415.33,370819.07,704616.17,624871.86,687249.69,342754.27,295456.53,316430.62,106,111,66178.23999999999,5.982808686061438,32446.559999999998,47297.73999999999
2026-11-01,North America,Digital,1382905.34,1368179,1456789.48,541318.46,592130.82,581022.66,342199.17,363884.9,343223.85,841586.89,776048.18,875766.82,499387.72,412163.27,532542.97,202,204,14726.340000000084,1.0763460044336366,-21685.73000000004,87224.44999999995
2026-11-01,EMEA,Enterprise,1317561.21,1242777,1358903.49,523772.94,520320.84,562662.72,282997.78,283655.26,297671.49,793788.26,722456.16,796240.77,510790.49,438800.89,498569.28,252,246,74784.20999999996,6.017508370367327,-657.4799999999814,71989.59999999998
2026-11-01,EMEA,SMB,1024928.21,1050808,1004711.38,415760.84,431750.79,404969.65,217659.43,220042.99,228144.82,609167.37,619057.21,599741.73,391507.94,399014.22,371596.91,159,164,-25879.790000000037,-2.4628466855981337,-2383.5599999999977,-7506.27999999997
2026-11-01,EMEA,Digital,1086771.69,1114600,1163562.87,437573.82,465135.98,510470.09,304858.12,311336.91,322279.58,649197.86,649464.02,653092.79,344339.74,338127.11,330813.2,87,82,-27828.310000000056,-2.49670823613853,-6478.789999999979,6212.630000000005
2026-11-01,APAC,Enterprise,1514761.21,1357258,1492764.26,613081.4,534951.16,675594.17,337929.5,360255.98,344562.76,901679.81,822306.84,817170.08,563750.31,462050.86,472607.33,176,189,157503.20999999996,11.604515132716106,-22326.47999999998,101699.45000000007
2026-11-01,APAC,SMB,995249.79,1095807,1046376.1,466845.08,440927.18,443637.44,251485.53,232577.79,253766.75,528404.7,654879.82,602738.66,276919.18,422302.03,348971.91,249,235,-100557.20999999996,-9.176543862194709,18907.73999999999,-145382.85000000003
2026-11-01,APAC,Digital,1149090.89,1250458,1116211.76,496627.86,524170.61,491529.15,332447.84,361414.63,347685.48,652463.04,726287.39,624682.6,320015.19,364872.76,276997.12,92,88,-101367.1100000001,-8.106398615547272,-28966.78999999998,-44857.57000000001
2026-12-01,North America,Enterprise,721333.68,795665,759964.03,333330.95,357384.54,331053.06,177416.1,184121.72,186949.19,388002.73,438280.46,428910.97,210586.63,254158.74,241961.78,150,155,-74331.31999999995,-9.342037163881777,-6705.619999999995,-43572.109999999986
2026-12-01,North America,SMB,1373083.4,1462841,1348949.74,614490.79,564806.66,565760.73,461098.71,425007.95,459813.83,758592.61,898034.34,783189.01,297493.9,473026.39,323375.18,157,154,-89757.6000000001,-6.135841147465794,36090.76000000001,-175532.49
2026-12-01,North America,Digital,1058384.2,1039119,1112560.35,484209.7,453506.56,453677.9,228959.72,211057.08,226571.88,574174.5,585612.44,658882.45,345214.78,374555.36,432310.56,227,247,19265.199999999953,1.853993623444471,17902.640000000014,-29340.579999999958
2026-12-01,EMEA,Enterprise,759658.45,823950,808376.19,347136.03,326203.92,331069.92,233773.83,217760.25,239884.43,412522.43,497746.08,477306.26,178748.6,279985.82,237421.84,114,117,-64291.55000000005,-7.802846046483408,16013.579999999987,-101237.22
2026-12-01,EMEA,SMB,1178525.5,1327220,1182572.68,548090.24,565025.95,533321.73,402769.12,367117.65,418818.92,630435.26,762194.05,649250.95,227666.14,395076.4,230432.03,206,194,-148694.5,-11.203455342746494,35651.46999999997,-167410.26
